Month,Day,HourofDay,T_ctrl,T_stp_heat,T_out,RH_out,Humidity,fan,auxHeat1
2,15,6,71.0,71.0,38.0,88.0,32.583333333333336,187.5,1365.0
2,15,7,70.91666666666667,70.25,37.0,85.0,33.083333333333336,187.5,840.0
2,15,13,66.16666666666667,66.5,33.5,67.5,30.5,250.0,1605.0
2,15,14,68.25,72.0,30.5,70.0,32.0,300.0,3600.0
2,15,15,70.44444444444444,72.0,29.0,70.66666666666667,31.77777777777778,300.0,2700.0
2,15,16,71.66666666666667,72.0,29.666666666666668,63.0,29.77777777777778,221.66666666666666,1905.0
2,15,17,71.75,72.0,27.5,62.5,29.416666666666668,198.75,2325.0
2,15,18,71.8,72.0,27.0,63.0,28.0,189.0,765.0
2,15,19,72.0,72.0,26.0,67.5,28.166666666666668,162.5,120.0
2,15,20,71.8,72.0,25.4,64.6,28.3,225.0,1785.0
2,15,21,72.0,72.0,24.833333333333332,67.33333333333333,28.166666666666668,197.5,990.0
2,15,22,71.66666666666667,72.0,24.333333333333332,70.33333333333333,28.11111111111111,160.0,1095.0
2,15,23,71.5,72.0,25.0,74.66666666666667,29.333333333333332,280.0,1635.0
2,16,0,71.88888888888889,72.0,25.0,74.33333333333333,28.88888888888889,156.66666666666666,585.0
2,16,1,72.0,72.0,26.0,76.0,28.666666666666668,260.0,660.0
2,16,2,71.75,72.0,25.5,75.0,29.0,205.0,2025.0
2,16,3,71.66666666666667,72.0,25.5,78.5,29.75,217.5,2130.0
2,16,4,71.75,72.0,25.5,71.0,29.083333333333332,215.0,2010.0
2,16,5,71.66666666666667,72.0,22.5,63.5,29.416666666666668,211.25,2010.0
2,16,6,71.75,72.0,21.5,66.0,28.75,210.0,2085.0
2,16,7,71.66666666666667,72.0,20.5,71.0,28.583333333333332,196.25,2190.0
2,16,8,71.91666666666667,72.0,21.0,69.5,29.416666666666668,201.25,1485.0
2,16,9,70.33333333333333,65.16666666666667,21.5,63.5,28.0,198.75,480.0
2,16,17,67.2,68.0,25.4,56.6,26.4,150.0,1170.0
2,16,18,67.16666666666667,67.5,25.0,57.0,26.833333333333332,207.5,1035.0
2,16,23,62.0,62.0,21.75,66.25,24.125,225.0,300.0
2,17,0,62.0,62.0,21.0,69.57142857142857,24.857142857142858,184.28571428571428,225.0
2,17,1,62.0,62.0,19.0,68.0,25.0,230.0,390.0
2,17,2,62.44444444444444,62.0,18.0,68.44444444444444,25.88888888888889,300.0,2700.0
2,17,3,63.77777777777778,62.0,18.0,67.66666666666667,26.0,300.0,2700.0
2,17,4,65.55555555555556,62.44444444444444,17.0,66.66666666666667,25.333333333333332,230.0,1860.0
2,17,5,67.11111111111111,68.0,17.0,66.33333333333333,25.555555555555557,196.66666666666666,1680.0
2,17,6,67.0,67.5,16.0,68.5,24.833333333333332,95.0,495.0
2,17,11,61.111111111111114,62.0,21.333333333333332,68.33333333333333,23.22222222222222,211.66666666666666,600.0
2,17,12,62.0,68.0,23.0,69.4,24.0,180.0,900.0
2,17,13,65.25,72.0,23.0,72.0,26.0,300.0,1200.0
2,17,14,66.44444444444444,72.0,23.444444444444443,71.0,26.0,300.0,2700.0
2,17,15,67.91666666666667,72.0,23.0,70.0,26.0,300.0,3600.0
2,17,16,68.625,72.0,22.0,72.0,25.125,300.0,2400.0
2,17,17,70.5,72.0,21.5,72.0,26.0,300.0,1800.0
2,17,20,71.83333333333333,72.0,22.0,60.666666666666664,25.833333333333332,167.5,885.0
2,17,21,73.0,74.0,21.0,59.0,24.0,300.0,300.0
2,17,22,73.2,74.0,21.6,58.2,24.0,213.0,1065.0
2,17,23,73.0,74.0,21.0,62.0,24.0,300.0,300.0
2,18,0,73.66666666666667,74.0,19.666666666666668,55.333333333333336,22.666666666666668,220.0,615.0
2,18,1,73.4,74.0,18.0,71.0,23.8,300.0,1500.0
2,18,3,68.875,62.0,18.0,73.625,24.0,288.75,1800.0
2,18,4,68.33333333333333,70.0,17.0,75.0,25.0,300.0,900.0
2,18,5,69.0,70.0,16.0,79.0,25.333333333333332,300.0,900.0
2,18,6,69.33333333333333,70.0,15.0,80.55555555555556,25.555555555555557,203.33333333333334,1740.0
2,18,7,69.55555555555556,70.0,16.0,80.0,26.0,165.0,1395.0
2,18,8,69.9,71.1,16.0,77.0,25.8,279.0,2475.0
2,18,9,71.83333333333333,73.0,17.0,75.33333333333333,27.333333333333332,300.0,1800.0
2,18,10,72.66666666666667,73.0,18.0,73.33333333333333,27.333333333333332,210.0,585.0
2,18,11,72.8,73.0,19.0,71.0,26.8,204.0,975.0
2,18,13,73.0,73.0,22.0,57.0,26.5,150.0,225.0
2,18,14,72.66666666666667,73.0,22.5,53.0,26.833333333333332,215.0,660.0
2,18,15,72.5,73.0,23.0,50.666666666666664,25.5,245.0,1110.0
2,18,17,73.0,73.0,20.571428571428573,47.857142857142854,25.428571428571427,300.0,2100.0
2,18,18,72.6,73.0,20.0,49.0,24.8,189.0,945.0
2,18,19,72.5,73.0,16.166666666666668,55.833333333333336,26.333333333333332,267.5,1305.0
2,18,20,73.0,73.0,15.333333333333334,60.666666666666664,25.333333333333332,210.0,585.0
2,19,1,66.0,62.0,11.0,64.0,24.0,270.0,300.0
2,19,2,66.55555555555556,62.0,10.0,65.0,24.0,300.0,2700.0
2,19,3,67.44444444444444,62.55555555555556,11.0,65.44444444444444,24.0,300.0,2700.0
2,19,4,68.5,70.0,10.0,66.25,24.0,300.0,2400.0
2,19,5,69.0,70.0,11.0,66.0,24.0,300.0,900.0
2,19,6,69.0,70.0,11.0,66.57142857142857,23.571428571428573,289.2857142857143,2025.0
2,19,7,69.6,70.0,13.0,69.0,25.0,213.0,1020.0
2,19,9,67.125,68.0,18.625,69.625,25.5,236.25,1155.0
2,19,11,67.25,68.0,23.625,64.375,28.625,221.25,1230.0
2,19,12,67.42857142857143,68.0,24.857142857142858,59.0,28.285714285714285,186.42857142857142,870.0
2,19,13,67.18181818181819,68.0,25.454545454545453,52.0,25.818181818181817,245.45454545454547,1110.0
2,19,14,67.0,67.0,25.0,56.0,25.333333333333332,160.0,90.0
2,19,16,66.11111111111111,62.333333333333336,25.0,53.666666666666664,25.444444444444443,271.6666666666667,1950.0
2,19,17,67.0,68.0,23.555555555555557,56.44444444444444,27.0,245.0,2085.0
2,19,18,67.625,71.0,23.0,57.0,27.25,285.0,1785.0
2,19,19,70.0,72.0,21.333333333333332,59.666666666666664,27.333333333333332,300.0,900.0
2,19,20,71.0,71.33333333333333,22.0,60.0,27.333333333333332,200.0,1140.0
2,20,2,66.375,62.0,20.625,66.0,24.75,262.5,1560.0
2,20,3,68.25,62.0,20.0,62.25,26.0,300.0,1200.0
2,20,4,68.875,64.5,20.25,66.25,27.125,189.375,1470.0
2,20,5,69.3,70.0,20.0,67.6,27.0,183.0,1590.0
2,20,6,68.0,70.0,21.0,67.0,26.0,300.0,600.0
2,20,7,69.0,69.42857142857143,23.571428571428573,67.57142857142857,28.0,255.0,1680.0
2,20,14,62.5,62.0,31.0,70.0,27.0,225.0,870.0
2,20,15,64.25,62.0,31.0,68.5,27.916666666666668,300.0,3600.0
2,20,16,66.58333333333333,62.25,31.0,73.0,29.0,268.75,3180.0
2,20,17,67.08333333333333,68.58333333333333,30.0,81.0,28.5,217.5,2130.0
2,20,18,68.33333333333333,70.0,30.0,82.0,30.333333333333332,300.0,3600.0
2,20,19,69.75,70.0,31.5,87.0,29.666666666666668,250.0,2385.0
2,20,20,70.0,70.0,32.0,90.0,28.5,200.0,1770.0
2,20,21,70.0,70.0,33.0,86.0,29.25,210.0,2055.0
2,20,22,70.0,70.0,33.0,90.5,30.0,200.0,1830.0
2,20,23,70.0,70.0,32.5,92.5,30.083333333333332,246.25,1965.0
2,21,0,70.0,70.0,33.0,92.0,31.416666666666668,198.75,1905.0
2,21,1,70.0,70.0,33.0,92.0,31.166666666666668,200.0,1755.0
2,21,2,70.0,70.0,34.0,90.0,31.0,200.0,1830.0
2,21,3,70.0,70.0,34.0,88.5,31.0,201.25,1695.0
2,21,4,70.0,70.0,33.5,90.5,31.0,206.25,1785.0
2,21,5,70.0,70.0,34.5,88.5,31.0,203.75,1740.0
2,21,6,70.0,70.0,34.5,84.5,31.833333333333332,205.0,1620.0
2,21,7,69.66666666666667,69.66666666666667,35.5,80.0,32.25,215.0,1080.0
2,21,15,64.66666666666667,62.0,38.0,53.5,28.833333333333332,225.0,735.0
2,21,16,66.08333333333333,62.25,36.5,54.5,29.75,300.0,3600.0
2,21,17,67.33333333333333,68.5,36.0,55.5,30.0,163.75,1785.0
2,21,18,68.58333333333333,70.0,36.0,56.0,30.916666666666668,300.0,3600.0
2,21,19,69.16666666666667,68.0,32.5,58.0,32.0,150.0,45.0
2,21,21,68.16666666666667,69.66666666666667,30.5,64.0,31.666666666666668,295.0,3045.0
2,21,22,69.91666666666667,70.0,30.5,65.0,30.416666666666668,183.75,2115.0
2,21,23,70.0,70.0,29.5,68.5,30.333333333333332,212.5,1470.0
2,22,0,70.0,70.0,29.5,70.5,30.166666666666668,203.75,1530.0
2,22,1,70.0,70.0,29.0,71.0,29.833333333333332,202.5,1515.0
2,22,2,70.0,70.0,28.0,74.5,30.083333333333332,193.75,1560.0
2,22,3,70.0,70.0,26.5,76.5,30.0,182.5,1650.0
2,22,4,70.0,70.0,26.5,79.5,29.916666666666668,177.5,1680.0
2,22,5,70.0,70.0,26.5,79.0,30.333333333333332,205.0,1695.0
2,22,6,70.0,70.0,27.5,75.5,31.333333333333332,207.5,1890.0
2,22,7,69.58333333333333,69.66666666666667,29.0,75.5,31.5,181.25,855.0
2,22,8,68.66666666666667,62.0,30.5,75.0,30.0,193.75,120.0
2,22,15,64.16666666666667,62.0,34.0,66.5,28.333333333333332,250.0,1305.0
2,22,16,66.66666666666667,62.25,33.5,66.0,28.833333333333332,250.0,2325.0
2,22,17,67.25,68.83333333333333,34.5,64.5,29.0,250.0,2535.0
2,22,18,68.58333333333333,70.0,34.0,65.0,30.25,300.0,3600.0
2,22,19,70.0,70.0,33.0,68.5,30.416666666666668,188.75,1620.0
2,22,20,70.0,70.0,33.0,71.5,29.083333333333332,220.0,1590.0
2,22,21,70.0,70.58333333333333,33.0,67.0,29.166666666666668,217.5,1740.0
2,22,22,71.5,72.0,32.5,65.0,29.25,256.25,2955.0
2,22,23,71.83333333333333,72.0,32.0,65.5,29.583333333333332,181.25,1965.0
2,23,0,71.83333333333333,72.0,31.5,68.5,29.666666666666668,183.75,1785.0
2,23,1,71.66666666666667,72.0,31.5,67.5,30.25,193.75,2190.0
2,23,2,71.83333333333333,72.0,30.0,70.5,29.916666666666668,200.0,1530.0
2,23,3,71.75,72.0,30.0,69.5,29.833333333333332,206.25,2010.0
2,23,4,71.75,72.0,29.5,71.0,30.333333333333332,210.0,2025.0
2,23,5,71.66666666666667,72.0,29.0,74.0,30.25,205.0,1935.0
2,23,6,71.75,72.0,29.0,70.5,31.0,207.5,2010.0
2,23,7,71.75,72.0,29.5,73.5,31.333333333333332,195.0,1875.0
2,23,8,71.75,72.0,31.5,77.0,31.416666666666668,200.0,1845.0
2,23,9,71.83333333333333,72.0,32.5,78.0,31.666666666666668,200.0,1800.0
2,23,10,71.91666666666667,72.0,34.0,77.0,32.25,200.0,1170.0
2,23,11,72.0,68.33333333333333,35.0,73.0,32.75,200.0,210.0
2,23,17,69.41666666666667,70.5,33.5,77.0,29.0,295.0,3045.0
2,23,18,71.0,71.0,33.0,78.0,29.916666666666668,183.75,1410.0
2,23,19,71.08333333333333,71.5,33.0,81.0,30.0,250.0,2535.0
2,23,20,71.91666666666667,72.0,34.5,82.0,29.083333333333332,172.5,1680.0
2,23,21,72.0,72.0,35.0,81.5,28.75,185.0,900.0
2,23,22,72.33333333333333,73.08333333333333,35.5,80.0,28.75,275.0,2670.0
2,23,23,73.58333333333333,74.0,35.5,85.0,29.583333333333332,183.75,2010.0
2,24,0,73.5,72.41666666666667,36.0,84.5,29.833333333333332,200.0,1425.0
2,24,3,70.0,70.0,36.0,89.0,29.833333333333332,223.75,915.0
2,24,4,70.0,70.0,36.5,89.5,30.833333333333332,176.25,1065.0
2,24,5,70.0,70.0,37.0,93.0,31.0,202.5,1515.0
2,24,6,70.0,70.0,37.0,93.0,31.666666666666668,217.5,1575.0
2,24,7,70.0,70.0,37.0,94.0,33.583333333333336,192.5,1515.0
2,24,8,70.0,70.0,38.0,92.5,34.083333333333336,198.75,1140.0
2,24,9,70.0,70.0,38.5,91.0,34.25,192.5,1200.0
2,24,10,70.0,70.0,38.5,90.0,34.666666666666664,200.0,720.0
2,24,11,70.0,70.0,41.0,87.5,34.166666666666664,200.0,1230.0
2,24,12,70.0,70.0,44.0,83.0,35.166666666666664,196.25,810.0
2,24,14,70.0,70.0,39.5,78.5,34.0,200.0,1020.0
2,24,15,70.0,70.0,35.5,75.0,34.0,223.75,1290.0
2,24,16,70.0,70.0,33.5,82.0,33.916666666666664,220.0,1395.0
2,24,17,70.0,70.0,34.0,83.0,33.833333333333336,227.5,840.0
2,24,19,70.0,70.0,34.5,67.0,31.166666666666668,210.0,225.0
2,24,20,70.0,70.0,32.5,68.0,30.25,190.0,480.0
2,24,21,70.0,70.0,30.5,73.0,28.5,221.25,930.0
2,24,22,70.0,70.0,28.5,79.5,28.416666666666668,225.0,1350.0
2,24,23,70.0,70.0,27.5,82.0,28.0,192.5,1380.0
2,25,0,70.0,70.0,27.0,74.5,27.833333333333332,197.5,870.0
2,25,1,70.0,70.0,26.0,76.5,28.0,203.75,1815.0
2,25,2,70.0,70.0,26.5,69.0,28.0,222.5,1845.0
2,25,3,70.0,70.0,26.0,70.0,28.0,202.5,1860.0
2,25,4,70.0,70.0,25.0,70.0,27.833333333333332,200.0,1980.0
2,25,5,70.0,70.0,24.0,74.0,27.0,178.75,2040.0
2,25,6,70.0,70.0,23.0,71.5,27.0,182.5,2100.0
2,25,7,70.0,70.0,22.5,70.5,27.583333333333332,156.25,1785.0
2,25,8,70.0,70.0,22.0,68.5,28.25,197.5,1635.0
2,25,9,70.0,70.0,23.0,64.0,27.333333333333332,206.25,1815.0
2,25,10,70.0,70.0,24.0,64.0,27.0,205.0,1785.0
2,26,19,69.83333333333333,70.0,15.5,51.0,22.916666666666668,225.0,2100.0
2,26,20,69.91666666666667,70.0,16.0,54.5,25.166666666666668,190.0,2055.0
2,26,21,70.0,70.0,15.5,57.0,24.666666666666668,217.5,2010.0
2,26,22,70.0,70.0,14.0,61.5,24.0,226.25,2355.0
2,26,23,69.91666666666667,70.0,14.0,61.5,24.0,208.75,2370.0
2,27,0,69.91666666666667,70.0,14.5,56.0,24.0,206.25,2340.0
2,27,1,69.83333333333333,70.0,15.0,56.5,24.0,202.5,2340.0
2,27,2,70.0,70.0,14.0,57.0,24.0,211.25,2205.0
2,27,3,69.83333333333333,70.0,14.0,60.0,23.833333333333332,226.25,2085.0
2,27,4,70.0,70.0,14.0,59.0,23.818181818181817,240.0,2550.0
2,27,5,70.0,70.0,14.0,55.2,23.8,217.5,2085.0
2,27,6,69.83333333333333,70.0,14.0,60.5,24.0,223.75,2595.0
2,27,7,69.83333333333333,70.0,15.0,64.0,25.0,197.5,1140.0
2,27,19,69.83333333333333,70.0,13.0,77.5,24.333333333333332,231.25,2730.0
2,27,20,69.91666666666667,70.0,11.5,72.5,25.333333333333332,177.5,1995.0
2,27,21,70.0,70.0,10.5,77.0,25.5,206.25,2385.0
2,27,22,69.91666666666667,70.0,10.5,76.0,24.166666666666668,216.25,2550.0
2,27,23,69.91666666666667,70.0,9.5,74.5,24.0,221.25,2130.0
2,28,0,69.91666666666667,70.0,9.5,74.0,23.416666666666668,252.5,2940.0
2,28,1,69.91666666666667,70.0,9.5,70.0,22.333333333333332,231.25,2445.0
2,28,2,69.83333333333333,70.0,9.5,69.5,22.25,255.0,2970.0
2,28,3,69.91666666666667,70.0,8.0,74.0,22.0,230.0,2565.0
2,28,4,69.91666666666667,70.0,8.0,74.0,22.5,258.75,3060.0
2,28,5,69.91666666666667,70.0,7.0,75.0,22.25,236.25,2535.0
2,28,6,69.58333333333333,71.25,9.5,69.0,22.416666666666668,256.25,3030.0
2,28,7,70.33333333333333,73.0,8.5,73.5,23.0,300.0,3600.0
2,28,8,69.58333333333333,70.33333333333333,10.5,69.5,20.833333333333332,270.0,2685.0
2,28,9,70.0,70.0,12.5,75.5,22.583333333333332,172.5,1755.0
2,28,10,70.0,70.0,15.5,66.5,22.25,192.5,720.0
2,28,11,70.0,70.0,17.0,61.5,22.083333333333332,205.0,855.0
2,28,12,70.0,70.0,20.0,56.0,22.0,190.0,720.0
2,28,19,70.0,70.0,20.0,63.5,23.0,200.0,2205.0
2,28,20,69.91666666666667,70.0,20.0,63.5,23.083333333333332,213.75,2025.0
2,28,21,70.0,70.0,21.0,65.5,23.75,206.25,1890.0
2,28,22,69.91666666666667,70.0,21.0,68.0,24.0,203.75,2355.0
2,28,23,70.0,70.0,22.0,63.5,24.083333333333332,201.25,2310.0
3,1,0,70.0,70.0,22.0,63.5,24.25,201.25,2325.0
3,1,1,69.91666666666667,70.0,21.0,66.0,24.25,212.5,2130.0
3,1,2,70.0,70.0,20.5,68.5,24.333333333333332,232.5,2295.0
3,1,3,70.0,70.0,19.5,67.0,24.5,231.25,2250.0
3,1,4,70.0,70.0,19.0,75.5,24.75,233.75,2490.0
3,1,5,70.0,70.0,17.0,79.5,24.666666666666668,218.75,2490.0
3,1,6,69.91666666666667,70.0,16.5,90.0,25.333333333333332,200.0,2265.0
3,1,7,70.0,70.0,19.5,80.5,26.0,181.25,1755.0
3,1,8,69.75,70.0,18.0,81.0,25.083333333333332,202.5,2265.0
3,1,9,70.0,70.0,22.5,84.5,25.25,202.5,585.0
3,1,10,70.0,70.0,29.0,64.5,25.083333333333332,211.25,795.0
3,1,19,70.0,70.0,28.0,70.0,25.666666666666668,191.25,990.0
3,1,20,70.0,70.0,28.5,67.5,24.916666666666668,217.5,1500.0
3,1,21,70.0,70.0,28.5,68.5,24.0,211.25,1035.0
3,1,22,70.0,70.0,28.5,66.5,24.0,200.0,1455.0
3,1,23,70.0,70.0,28.0,67.5,24.083333333333332,193.75,1875.0
3,2,0,70.0,70.0,28.0,67.5,24.583333333333332,200.0,1635.0
3,2,1,70.0,70.0,28.0,68.0,25.5,200.0,1920.0
3,2,2,70.0,70.0,27.5,68.0,25.583333333333332,200.0,1950.0
3,2,3,70.0,70.0,26.0,72.5,26.666666666666668,200.0,2160.0
3,2,4,70.0,70.0,27.0,67.5,26.333333333333332,200.0,2085.0
3,2,5,70.0,70.0,28.0,68.5,27.0,200.0,1800.0
3,2,6,70.0,70.16666666666667,28.5,68.5,26.666666666666668,215.0,2355.0
3,2,7,71.08333333333333,75.0,29.0,66.0,27.0,300.0,3600.0
3,2,8,73.0,75.0,30.0,67.5,27.0,300.0,3600.0
3,2,9,74.16666666666667,74.33333333333333,31.0,64.5,26.166666666666668,225.0,2520.0
3,2,11,71.0,71.0,32.5,63.5,25.75,200.0,840.0
3,2,12,71.0,71.0,30.0,80.0,25.5,200.0,540.0
3,2,19,71.0,71.0,28.5,81.5,26.333333333333332,200.0,1545.0
3,2,20,71.0,71.0,28.5,78.0,25.0,208.75,1560.0
3,2,21,71.0,71.0,27.0,77.0,24.666666666666668,175.0,1470.0
3,2,22,71.0,71.0,27.5,77.0,24.166666666666668,185.0,870.0
3,2,23,71.0,71.0,26.5,74.0,24.0,220.0,1815.0
3,3,0,71.0,71.0,26.0,74.5,24.0,205.0,1920.0
3,3,1,71.0,71.0,25.5,70.0,24.833333333333332,206.25,1695.0
3,3,2,71.0,71.0,25.5,72.0,25.416666666666668,205.0,1950.0
3,3,3,70.91666666666667,71.0,27.0,64.0,25.416666666666668,193.75,2130.0
3,3,4,70.91666666666667,71.0,25.0,65.5,25.833333333333332,200.0,1905.0
3,3,5,70.83333333333333,71.0,26.0,61.5,25.833333333333332,170.0,1920.0
3,3,6,71.0,71.0,26.0,59.5,25.916666666666668,185.0,1935.0
3,3,7,71.0,71.0,26.5,56.0,25.666666666666668,206.25,1755.0
3,3,8,71.0,71.0,27.0,60.0,26.416666666666668,200.0,1350.0
3,3,9,71.0,71.0,27.0,60.0,27.0,200.0,1275.0
3,3,10,70.91666666666667,71.0,27.5,62.0,26.333333333333332,200.0,1440.0
3,3,12,70.91666666666667,71.0,30.0,57.5,25.5,225.0,870.0
3,3,19,72.66666666666667,73.0,26.0,80.0,25.416666666666668,172.5,1770.0
3,3,20,72.83333333333333,73.0,25.5,74.0,24.333333333333332,175.0,1110.0
3,3,21,72.66666666666667,73.0,24.0,78.0,24.25,222.5,2100.0
3,3,22,72.66666666666667,73.0,23.0,76.0,24.833333333333332,177.5,1905.0
3,4,0,70.25,70.0,18.5,71.5,23.916666666666668,200.0,705.0
3,4,1,70.0,70.0,18.0,69.0,23.916666666666668,201.25,1830.0
3,4,2,70.0,70.0,18.5,62.0,24.0,210.0,1875.0
3,4,3,70.0,70.0,17.5,63.5,24.0,226.25,1725.0
3,4,4,69.91666666666667,70.0,15.5,66.0,24.0,206.25,2055.0
3,4,5,70.0,70.0,13.0,66.5,23.75,215.0,2130.0
3,4,6,69.66666666666667,70.0,13.0,67.5,21.75,247.5,2880.0
3,4,7,70.0,70.0,13.0,64.5,23.333333333333332,185.0,1905.0
3,4,8,70.0,70.0,14.5,65.5,23.583333333333332,211.25,1185.0
3,4,9,70.0,70.0,15.5,66.5,22.333333333333332,205.0,930.0
3,4,10,70.0,70.0,17.0,59.5,22.0,225.0,1080.0
3,4,11,70.0,70.0,16.0,60.0,22.166666666666668,225.0,1170.0
3,4,12,70.0,70.0,19.0,56.5,22.083333333333332,203.75,1125.0
3,4,13,70.0,70.0,20.0,57.0,22.416666666666668,218.75,2250.0
3,4,19,70.0,70.0,15.0,53.0,21.166666666666668,201.25,2250.0
3,4,20,70.0,70.0,15.0,54.0,22.166666666666668,200.0,1755.0
3,4,21,70.0,70.0,14.5,61.5,22.416666666666668,206.25,2295.0
3,4,22,70.0,70.0,13.5,64.5,22.5,225.0,2400.0
3,4,23,69.91666666666667,70.0,12.0,71.5,22.25,248.75,2940.0
3,5,0,70.0,70.0,12.0,63.5,21.666666666666668,206.25,2385.0
3,5,1,69.91666666666667,70.0,12.0,62.0,21.083333333333332,247.5,2925.0
3,5,2,70.0,70.0,11.0,55.5,21.083333333333332,227.5,2310.0
3,5,3,69.91666666666667,70.0,9.5,58.0,21.0,253.75,3000.0
3,5,4,69.91666666666667,70.0,9.5,56.0,21.833333333333332,217.5,2520.0
3,5,5,69.91666666666667,70.0,10.0,62.0,22.583333333333332,258.75,3060.0
3,5,6,70.0,70.0,10.5,65.0,22.916666666666668,218.75,2535.0
3,5,7,69.58333333333333,70.0,11.5,64.5,23.666666666666668,248.75,2940.0
3,5,8,70.0,70.0,13.5,62.5,24.0,217.5,2190.0
3,5,9,69.91666666666667,70.0,14.0,68.0,24.0,208.75,1920.0
3,5,10,70.0,70.0,14.5,68.0,24.916666666666668,215.0,2070.0
3,5,11,70.0,70.0,16.0,66.0,25.416666666666668,198.75,1875.0
3,5,12,69.91666666666667,70.0,17.0,65.0,25.916666666666668,176.25,1785.0
3,5,13,69.91666666666667,70.0,17.5,63.0,22.666666666666668,201.25,2205.0
3,5,14,70.0,70.0,18.0,62.0,22.416666666666668,245.0,2100.0
3,5,19,69.91666666666667,70.0,14.5,49.5,21.25,223.75,2595.0
3,5,20,70.0,70.0,14.5,49.5,23.5,176.25,1905.0
3,5,21,70.58333333333333,73.41666666666667,13.0,53.5,22.833333333333332,300.0,3600.0
3,5,22,71.16666666666667,71.5,11.5,57.5,22.0,191.25,1665.0
3,5,23,70.0,70.0,11.5,63.0,21.583333333333332,215.0,2100.0
3,6,0,69.91666666666667,70.0,12.0,65.5,21.0,205.0,2370.0
3,6,1,69.75,70.0,12.0,63.5,21.0,251.25,2970.0
3,6,2,69.91666666666667,70.0,11.5,64.5,21.0,227.5,2430.0
3,6,3,69.91666666666667,70.0,11.5,64.0,21.0,257.5,3045.0
3,6,4,69.91666666666667,70.0,12.0,66.0,21.0,235.0,2325.0
3,6,5,69.91666666666667,70.0,10.0,72.5,21.0,256.25,3000.0
3,6,6,70.0,70.0,10.5,77.5,21.0,218.75,2460.0
3,6,7,70.0,70.0,12.5,70.5,22.416666666666668,225.0,2280.0
3,6,8,70.0,70.0,13.0,63.5,22.083333333333332,193.75,2115.0
3,6,9,70.0,70.0,13.5,58.0,21.333333333333332,181.25,1530.0
3,6,10,70.0,70.0,15.5,54.0,21.0,208.75,1050.0
3,6,11,70.0,70.0,15.5,54.0,21.0,225.0,1440.0
3,6,12,70.0,70.0,16.5,52.0,20.833333333333332,180.0,1560.0
3,6,13,70.0,70.0,17.0,50.5,20.166666666666668,200.0,2145.0
3,6,14,70.0,70.0,17.0,47.5,19.333333333333332,205.0,1950.0
3,6,15,70.0,70.0,18.0,49.5,19.75,195.0,2025.0
3,6,16,70.0,70.0,17.0,46.0,20.0,250.0,1035.0
3,6,19,71.41666666666667,73.0,14.0,50.0,20.5,300.0,3600.0
3,6,20,72.33333333333333,73.0,13.0,51.5,20.25,260.0,3045.0
3,6,21,71.25,71.0,13.0,55.0,19.583333333333332,217.5,1050.0
3,6,22,70.83333333333333,71.0,14.5,58.0,19.333333333333332,197.5,2280.0
3,6,23,70.66666666666667,71.0,16.5,56.5,19.916666666666668,221.25,2490.0
3,7,0,70.91666666666667,71.0,17.0,63.0,21.0,235.0,2415.0
3,7,1,70.83333333333333,71.0,15.0,68.5,21.0,216.25,2505.0
3,7,2,70.83333333333333,71.0,15.5,71.5,21.0,220.0,2550.0
3,7,3,70.75,71.0,14.0,74.0,21.0,211.25,2445.0
3,7,4,70.66666666666667,71.0,14.0,74.0,21.0,255.0,2970.0
3,7,5,70.75,71.0,14.0,75.5,20.833333333333332,217.5,2490.0
3,7,6,70.91666666666667,70.91666666666667,13.0,78.0,20.833333333333332,208.75,2400.0
3,7,7,69.91666666666667,70.0,13.5,74.0,22.083333333333332,213.75,1935.0
3,7,8,70.0,70.0,16.0,68.5,22.0,202.5,975.0
3,7,9,70.0,70.0,16.5,65.5,22.416666666666668,206.25,1305.0
3,7,10,70.0,70.0,19.5,55.5,22.166666666666668,193.75,735.0
3,7,19,70.83333333333333,72.91666666666667,18.5,50.0,19.916666666666668,296.25,3555.0
3,7,20,72.41666666666667,73.0,17.5,50.5,19.666666666666668,250.0,2820.0
3,7,21,72.58333333333333,73.0,16.5,54.5,19.333333333333332,200.0,2280.0
3,7,22,71.16666666666667,69.41666666666667,16.5,55.0,18.75,200.0,330.0
3,7,23,69.33333333333333,69.0,14.0,55.5,18.0,212.5,885.0
3,8,0,69.0,69.0,14.0,56.5,19.25,188.75,2070.0
3,8,1,69.0,69.0,13.0,56.0,19.333333333333332,208.75,1965.0
3,8,2,69.0,69.0,14.0,60.0,19.583333333333332,208.75,2415.0
3,8,3,69.0,69.0,13.5,62.5,19.916666666666668,242.5,2220.0
3,8,4,69.0,69.0,13.0,65.5,19.916666666666668,212.5,2460.0
3,8,5,69.0,69.0,12.0,67.0,20.333333333333332,223.75,2400.0
3,8,6,69.0,69.0,12.0,67.0,21.0,241.66666666666666,2085.0
3,8,7,69.0,69.0,14.0,64.0,23.0,166.875,1170.0
3,9,0,69.0,69.0,24.0,55.5,21.083333333333332,201.25,2025.0
3,9,1,69.0,69.0,23.5,56.0,21.666666666666668,192.5,2010.0
3,9,2,69.0,69.08333333333333,22.5,56.0,22.25,200.0,1680.0
3,9,3,69.66666666666667,70.0,21.5,60.5,22.666666666666668,253.75,3000.0
3,9,4,69.91666666666667,70.0,21.5,63.0,22.166666666666668,227.5,2280.0
3,9,5,69.83333333333333,70.0,16.5,74.5,22.25,208.75,2415.0
